id,text,label
1320612902290771968,"@@user @@user i̇şkencenin olduğu yoktur, emin misiniz? konuyu iyi ki biliyorsunuz binlerce belge var, halen almanya da ve hollanda da yargılamalar devam ediyor. link atayım mı? tanıdığım birebir yaşamış olan onlarca suriyeli arkadaşım var. neyse anlamsız bir tartışma, yazış tarzınız da belli",0
1421202872918757378,@@user @@user @@user duz multeci dumanligi mesela abnin yaptigi irkciliktir bizde sorun devletin ciddiyetsizligi ve denetimsizligi,0
1425723256514957318,@@user @@user suriyeli irakli iranli afganli derken biz kendi ulkemizde multeci olduk bizim askerler onlarin topraklarini koruyup sehit olurken onlarin gencleri sahillerde nargile cekiyor bu haksizlik bize onlarin yerinde olsaydik eger(((asla biz vatanimizi terk edip kacmayiz)))bize ne yapardi,0
1311595919285137409,türkiye'de 100 binden fazla kaçak ermeni var. özellikle i̇stanbul'da büyük çoğunluğu! chp'nin bu konuyu bir defa dile getirdiğini duydunuz mu? peki sürekli suriyeliler üzerinden tahrik yapan ümit özdağ yada sinan oğan'ın?,0
1417221468925087769,"@@user murat bardakçı'yı artık ekrana çıkarmayın. i̇yice kafası gitmiş. afganların bir kısmını onun eve yollayalım, sevdiği farsçayı dinlesin dursun mest olsun.",0
1424834195537473537,ülkedeki suriyeliler afganları istemiyoruz ucuza çalışıyorlar diye isyan ediyor ne hale geldik amkshhdhehehhe,0
1371766965073813512,@@user ülke sanki sadece bizim ülkemiz gibi chp'nin değilmiş gibi bu konuda çok çekimser ve sessizler. suriye ve sığınmacılar meselesinin faturasının sadece ekonomik zararlarını irdelemek son derece yanlış işin daha korkunç boyutları var.,0
1213100040543244288,@@user i̇ran tek bir hamle bile yapamayacaktir. daha çok ırakli ve suriyeli öldürerek intikam aldim diyecektir.,0
1234560422394712064,"@@user muhalefetin ne dediğini anlamakta zorlanan ama her gün köşe yazısı yazan ahmet hakan! ""vur dediysek öldür demedik."" ülkemizde suriyeli istemiyoruz dediysek, kışın gününde gecenin ayazında açıkta, adamlara işkence eder gibi gönderelim de demedik. az ferasetli ol !",0
1373295679813136391,@@user güvenlik güçlerinin arasına tarikat mensubu kişiler boşuna yerleştirilmedi polise tsk envanterini kullanım hakkı boşuna verilmedi milyonlarca suriyeli militan var silahlanmış tarikatlar var 15 temmuz gecesi devletten çaldıkları silahlarda ellerinde.,0
1243704703722172417,6 milyon suriyeliye 6 yıldır bakan hükümet kendi vatandaşına 1 ay bakarım diyemiyor. ben bunu yazarken utandim !,0
1425927845939908619,@@user bizim mahalledeki suriyeli'nin tam 11 çocuğu var. adama allasen evde kalma sen dedim de neden dedi ya ,0
1428785370116804608,mardin’li komşumuzun mahalle düğününe geldim. sebze halinde beraber çalıştıkları suriyeli arkadaşlarına özel parça istediler sadece onlar halay çekiyor ulan varya yeminle insanlığı öğreteceğiz size,0
1329381132903788546,@@user kredi kartımdan tahsil ediyordu. o da iphonenin eksikliği. nabsın tilifonunuza nfc çipi mi taksın i̇bb? ayrıca nfc çipi olmayan telefonlardan da yükleme yapılıyor ve çoğu duraktaki yükleme noktası yazan yere veya otomata dokundurarark dolum yapılabiliyordu.,0
1231323089394376704,4 milyon suriyeliyi aramıza aldık ama domatesleri koyacak bir yer bulamadık 1 yıl domatesle uğraştık yalan mı! büyük devlette böyle olunuyor tabii! domatesin dahi çekirdeğini hesaplayarak.,0
1238182767416000514,"akın akın gidip bilet kuyruğuna girenler varya, sanki nükleer yemişiz gibi kaçar gibi gidenler varya, aynı suriyelilerin yunan sınırına hücüm etmesi gibi birbirlerini yicekler ""olum-kızım"" alayınız harbi geri̇zekalisiniz lan !",0
1423336265492148234,@@user @@user awq suriyeliler iğrençler ya midem bulanıyor suriyeli görünce ve afgan görünce mülteci alerjisi mi? var acaba.,1
1233400822656126977,@@user o zaman niye suriyeli 8 milyon halk bize sığınıyor bizde biliyoruz idlip'ın bize ait olmadığını esad a da ait değil israil kendine alan acıyor katil esad kendi halkını öldürüyor insanlar ölmemek için bize geliyor galiba aklı yok yada aklını satmış esad a,0
1425570876993556483,"""orta sınıfa mensup kemalistler"" suriyeliler ölsün istemiyor hocam, kontrolsüz sınır güvenliğine karşıyız. önce bunu bir anlayın, sonra politik çözümlemenizi yaparsınız.",0
1233836994565898241,"suriyelilerle birlikte bizde mi kaçıp gitsek diye düşünen türki̇ye cumhuri̇yeti̇ vatandaşlari; sizin bu ülkede bu topraklarda barınmanız,yediğiniz,içtiğiniz, aldığınız nefes bile haram zıkkım olsun. beğenmi̇yorsaniz si̇kti̇rolun gi̇di̇n tutan mi var !!!!!!",1
1424468308661841924,"@@user @@user videoyu izleyin öyle konuşalım. hayatım boyunca ırkçı bir tavır sergilemedim. türk gençlerine yozlaşmış diyor, orasını burasını açarak para kazanıyor diyor. afgan olmak bir suç değil, milli değerleri içinde barındırıyor ise gurur duyulabilecek bir erdemdir. tıpkı türk olmak gibi.",0
1299608584884453378,@@user . ab ülkeleri 3 5 kuruş ödemeyle suriyeli arap çöplüklerinden kurtuldular. kala kala bizim başımıza kaldılar. .,1
1233650819528118273,"i̇sviçre'de aksam saat 10'dan sonra arabanin kapisini hizla carparak kapatmak yasak. suriyeliler, avrupanin merkezine dogru ilerlerken bu kucuk kasabaya da ugrayacaktir mutlaka.",0
1233541374483542017,"@@user hocam bu aksam eve donerken, bindigim otobus diger gunlerden daha kalabalikti, otobuste dikkatimi ceken o fazla kalabalik, afgan ve suriyeliler cantalariyla zannimca sinir kapilarina gidiyorlardi, tweet'inizi onceden gormus olsaydim arkadarlara klavuz olarak gosterebilirdim.",0
1416772864582246402,ben de i̇sveçte norveçte almanyada yaşasam türkiye ye akın akın gelen sığınmacıların hakları hukuları felan atar tutarım..ama o sığınmacılar ne zaman i̇sveçe almanayaya gelecek olsalar hooopp hemen durun girmezssiniz geri dönün derim.. çifte standart işte budur,0
1426825062292787201,"adamlar afganları ülkemize sokup talibanı kabil'e sokarak yönetimi bıraktı. sonuç olarak geri göndermek istiyorsan talibanı yok et diyor. afganlar hayırlı olsun, geri gönderme şansımız kalmadı. ülkemiz çoktan işgal edilmiş, bol şans. oy vermeye devam...",0
1213845608974422016,@@user @@user senin tuzun kuru olabilir fakat şu anda emin ol ülkenin geneli bu halde! 80 milyonun 70 milyonu açlıkla ve borçla boğuşuyor. boğulmayan siz yalakalar ve suriyeliler,1
1315021931331100675,i̇ki tane k.çı boklu terörist koskoca hatay'ı böyle karıştırabildiyse sınır kentlerimiz milyonlarca sığınmacı ile dolu o milyonlar gelecekte neler yapabilir bir düşünün derim.,1
1292384970825179142,@@user @@user @@user neden tepki gösterdin ki? bence haklı çünkü orada yaşam koşullarının daha iyi olduğunu suriyeliler biliyor. sence neden haksız?,0
1257688321297440770,"kapılar açmıştır. ancak bu sürprizlerin en büyüğü ve kalıcısı ise, elbette ebedi yurt olan âhiret hayatında olacaktır. nitekim pekçok âyette müjdelenen, muhacirlerin mükafatlarından bir kısmı şöyledir: “zulme mâruz kaldıktan sonra allah uğrunda hicret edenleri, elbette",0
1426183281951887365,"@@user @@user türk'üm ben sığınmacıları istemiyorum ve iğrenç değilim yani şimdiye kadar kimse bana iğrenç demedi.ben sana burada top oynamayın dediğim 18 yaşlarındaki suriyelilerin bakışını anlatabilsem sen o zaman korkunç nedir anlarsın.temiz kalplisinide istemiyorum,ayrıca vatan paylaşılmaz",0
1428860298035875844,@@user @@user nr olacak gelip bizi yakacaklar mi.temassiz hayat demiyorlar mi alin size temassiz hayat kesinlikle ayrismak sart curuk elma ile ayni kufede durursan sende curursun suriyeliler afganlar somalillier ne yapiyor bir arada duruyor peki bizler bu yolda kader birligi yapanlar daginigiz,0
1390116383187480580,"@@user @@user kimse kimsenin ekmeğini elinden almıyor.rızkı veren allah tır.kendi çevremde var ben araba yıkama deyip.onun beğenmediği işte çalışan suriyeliler.! o zaman 90 larda ülkemizin karadeniz bölgesine yerleşen ruslarada gidin demek lazım,onlarda savaştan kaçtı !!!",0
1418627956147212293,beni ülkeme gelen afgan ve suriyeliler rahatsız etmez ama gelip bok yükü eurolarıyla keyif çatan alman ingilizler rahatsız eder,0
1404605349940895752,@@user 3.6 diyosa o onun 2 katidir. daha gecen gordum her 8 kisiden biri suriyeli ulkede. feci rakamlar bunlar. uzun vadede ulkenin etnik yapisini bozacak ciddiyette bie problem bu.,0
1429164578592669696,"@@user valla hayırsız la bu çocuk, 1 yıldır evde afganlar gibi yatıyor gariban anasının altınlarını bozuyor püü aq",1
1233843608618520577,@@user demek ki mülteci akını işe yarıyor . devam o zaman. bı kaç milyon mülteci gelsinde avrupa ya o zaman kahpelik yapmayı göreceksin avrupa. sınırlar kapatilmasin en 2 milyon suriyeli gitsin avrupa ya,1
1420292894859141123,...zamanında yugoslavya dan gelen türk göçmenler ülkemizde çok iyi ağılandı ve bugün bizden daha fazla milliyetçiler....ama bu suriyeli ler aynı değil ilk fırsatta bizi arkamızdan vururlar...o kadar hızlı çoğalıyorlarki 10 sene sonra kendi ülkemizde azınlık olacağız...,0
1416713098371772416,@@user türkiye doğu sınırlarından giriş yapanları mülteci statüsünde kabul etmediği için dediğiniz geçerli değil. suriyeliler de buna dahil.,0
1255093231701962753,"suriyeli sığınmacılar vatanlarına dönsün dediğimiz zaman 'ırkçı' diyenler, kalbinden vurulan ali için ne olmuş canım havasındalar! ben vatanlarını imar etsinler anavatanlarına dönsünler diyorum hangimiz insanız sen mi ben mi?",0
1263936133987274755,@@user @@user @@user küfür etiğimi düşünmüyorum bu bir ikincisi zaten halihazırda suriyeli mültecilere yapılan yardımlar ortada yani yöneticiler her zulme uğruyanada yardım edemez gönül isterki herkeze yardım edilmesi taraftarıyım ama olmuyor işte.,0
1418843360199155715,"@@user bunları suriyeliler yapmamış mı ? ama bizimkiler çok modern, çağdaş, kültürlü, toplum içinde yaşamayı bilenler değil miydi ?",0
1363524021434875910,"suriyelilere verilen çalışma izninin tamamının süreli olduğunu biliyor musunuz? türkiye'ye girişi enformel olanların sayısı çok olduğu için çoğunun geçici koruma kaydı yok ve çalışma izni başvurusu yapılamıyor, biliyor musunuz?",0
1419939283016855554,@@user ey bolu’daki müslümanlar bu faşist uygulama karşısında gerekirse bu muhacir kardeşlerimize evlerinizi açın..ensarlık nedir gösterin…bu fırsatlar her zaman elinize geçmez…,0
1245098840891559939,akp li cumhurbaşkanının yaptığının dünyada örneği yok herhalde. i̇mf ye para yardımı yapacaksın afrika kalkınma bankasına 4.5 milyar dolar göndereceksin.suriyelilere 40 milyar dolar harcayacaksın kendi halkında koronavirüs parası dileneceksin. bu be hal dünya lideri.,0
1425155548605988864,"suriye ve afgan sığınmacılar çok büyük bir oyunun parçası. aklımızı başımıza almazsak, bu işin sonu çok kötü. sonunda inşallah aldatildik demezsiniz. ama olan bizlere olacak! mücadele yine bizlere düşecek bela geliyor bela... bağıra bağıra",0
1425888366650970112,görünen o ki 2023 seçimleri cumhur i̇ttifakı açısından 2 noktada zorlu geçecek! göçmen ve suriyeli meselesi.. geçim derdi.. pragmatik çözüm getirecek irade var mı? yok! niye? çünkü buzdolabında çok bekledi!,0
1419994617362190351,@@user suriyelilerin gönderilmesini isteyenler misakı milli sınırlarından habersizler galiba yeniden hatırlatırım cumhuriyetin ilanından sonra ki yapılan ilgili anlaşmaya kadar o topraklar üzerindeki insanlar bizim toprağımız bizim insanımız idi kendinize gelin,0
1418289008967364609,sayın tuba torun’un can güvenlikleri tehlikede olduğu için ülkemize sığınan deyip savunduğu suriyelilerin bayramda memleketlerine gittiklerinden haberi yok herhalde. @@user @@user @@user,0
1431004945168338955,"@@user @@user @@user taliban güzellemesi yaptığımı nereden çıkardın, tam tersi terör örgütüdür. dünyada sadece 5 ülke tarafından terör örgütü olarak kabul edilmesi düşündürücü...sığınmacı konusuda güvenlik açısından elbette gerekli..",0
1426740908758863872,"@@user birincisi, adi bir tek küt olan suçlardan birini alıp, bunu ırkçılığa bağlamak ne demek? i̇kincisi, sen i̇dlip, suriye türkmenleri'ni duydun mu? ya da lawrence'n hatıratında yazdığı, suriyeli araplar'ın, türk askerlerini nasıl vahşice katlettiklerini anlattığı yazılarını?",0
1420264968826626048,bizde gitsinler istiyoruz onlar da gitmeyi ister memleket hasreti çekiyorlardır. şu durumda kimseyi ateşin içine atmak mantıklı iş değil. üç beş suriyeli ülkede suç işliyor diye hepsine çamur atmak basittir aynısı bize olsa nasıl hissedersiniz empati̇ kurun pişman olmazsınız...,0
1266378164806332416,@@user @@user suriyeli çocuk derken hükümetin izlediği dış politakaya dikkat çekmek istemiştim.oysa aydın da çöp konteynerlarını karıştıran o kadar çok yaşlı insan var ki...,0
1241667556739596288,"@@user @@user @@user sayın haluk koç bey ben size van başkaleden yazıyorum lütfen bu konuyu gündeminizden tutunuz ve sınırlarımızdan geçen veya geçirilen bu sığınmacı, göçmenlerin geçişlerini engelleyecek bir çare bulunsun",0
1297272857429528582,"gökhan özoğuz'un kullandığı iğrenç ifadelerden dolayı tüm suriyeliler'den özür dilemesi gerekir. ne yazık ki göçmenlerin hesap sorabileceği, siyasal ya da ekonomik bir baskı uygulayabilecekleri güçleri olmadığı için bu tür ırkçıların şamar oğlanı oluyor.",0
1311021838542176262,"@@user suriyelileri kastediyorsunuz. fakat suriyelileri sadece dış güçler değil aynı zamanda kendi iktidar olan esat rejimi de vuruyor. asker, silah vs. herşey hükümetin elinde. bu tür şeylerin propagandası olmaz. hele ırkçılığın asla...",0
1425247392387973125,"@@user suriyeliler bir gün senin götünü keserlerse başına toplanan millete ""abartmayın dünyanın her yerinde oluyor böyle"" dersin.",1
1419240058314493955,@@user @@user @@user @@user aynen güzel duruyor ülkede 10 milyon mülteci var allah için güzel duruyor halen kamyonlarla tırlarla afgan geliyor buraya kimin ne olduğu belli değil,0
1421938864705478656,@@user @@user kendi ülkesine faydası olmayan suriyelileri çok seviyorsan al evine bak ormanlarımız yanarken o çok sevdiğin suriyeliler sahillerde keyf yapıyorlar,0
1357369037353865217,@@user 1- ekonomi 2- deprem 3- sığınmacılar bu üçü gerçek gündemdir. gerisi geçici gündem ve zaman kaybıdır...,0
1291063090671505408,@@user suriyeliyi türkiyede istiyen her aileye bir suriyeli teslim edilsin bütün giderlerini karşılasın sonra suriyeden kacan her gencin bir genc savaşa gitsin,0
1332798717498433544,@@user teşekkür ler @@user vatandaşı @@user + @@user koalisyonu nun insafına bırakmayın suriyeliye binlerce ev hediye ettiler türk halkından bir aşı yı esirgediler @@user,0
1240731378246967297,@@user giderken şu sinirda yunanistana gecen suriyelilerin arasina girip sinirda yakalanip dayak yiyen konyali multeciyide gotur sevaptir kardesim :)),0
1426657368415297545,sonuç ne mi? dolandı dolandı durdu baktı. ben korktum takip için aşağı indim. polisleri bekledim bir apartmanın içine girdi korkup saklandığını düşündüm. sonuç evi orasıymış. gece 12 buçukta tek başına suriyeli bir kız çocuğu sallanarak evine girdi. +,0
1291362279754268672,@@user yalan söyleyip haber kaynağım yanlış yorumladı diye kendini kurtaramazsın. yalan söylediğin için türk halkından ve suriyeli misafirlerden özür dilemen gerekmez mi?,0
1418913727701716992,"@@user new york'tan ahkâm kesmek kolay,gel bağcılarda, esenyurt'ta suriyelilerin içinde yaşayıp görüşünü bildir avukat",0
1233691880002641920,"@@user @@user onlar almanya tarafından talep edildi, iş gücüne ihtiyaç olduğu için. almanya'ya faydalı da oldular ama topluma entegre olamadılar. yani almanya örneği suriyelileri ülkeye doldurmamız gerektiğini gösterir bize.",0
1296347275514585088,@@user kardeşim van gölünü de suriyelilere satılıyormuş m.k sevdaliları grubundan duydum sattılar ülkeyi....,0
1415270782956101636,"@@user @@user la golik, bir balkan muhacırı ancak bir yerde sığınmacı olur. onun yalama dozajına paralel sığındığı topraklar onun olmuyor. zaten bu bilinç altı sendromumdan dolayı sürekli kendimi bir yere ait olmanın ispatına girer. yani bu hassasiyetini anlıyorum. ancak özü değişmez: köksüz",0
1388611901089800194,"@@user @@user neden sahte diploma ile türkiye,nin bütün üni,lerin de, ırkçı türkler dediğiniz insanların vergilerinden okuyup türk milletine gidin artık dediğimiz için kin kusan suriyeliler çarpıtmıyoruz hatta eksik bile yazıyoruz.",0
1425595324610002954,"@@user i̇nşallah yalandır suç her zaman şahsidir kişiyi bağlar, kişileri değil.tepkiyi suriyelilere değil , onları getiren akp'ye yapmak lazım . böyle olaylar her zaman akp'nin işine geliyor onlara yarıyor kısacası . provokasyonlara gelmemek ,sükunette kalmalıyız. umarım bu sorun çözülür",0
1226691678309879808,@@user yine-de-içim-rahat-deil-bir-endisem-bir-bilinmezlik-emin-olunmazlık-vardır-sonrası-muhim-hade-tc-çıktı-rejim-yaralı-bir-yılnadır-daha-rusa-nekadar-güvenilir-bir-çuırıda-isi-mahfedebilir-korkunç-bir-yıkım-olur-ha-koalisyon-müsade-eder-mi-ne-yaar-bilinmez,0
1244182658034348032,"@@user 17 yılda 2.2 trilyon dolar vergi toplayıp, 61 milyar dolar özelleştirme yapıp, 40.5 milyar liralık ihtiyat akçesini bile alıp ; cumhuriyetten kalma tüm fabrikaları satıp yandaş müteahhitlere, suriyelilere ve lüks yaşama aktarıldığı için yardım edilemiyor. hikaye anlatma burada.",0
1234083827171151872,mültecilerle ilgili provakasyonlar yapılıyor. her ortamda dile getirelim: -devlet suriyelilere git demedi siz de demeyin. -gidip kalma konusunda karar onların. -gitmek için yola düşene kötü davranmayın yardım edin. -suriyelilerle ilgili tr'ye değil ab'ye baskı yapın.,0
1425377309876527107,"@@user @@user elektrik direğini tekmelediği iddia edilen suriyeli grup, onları uyaran 2 evladımızı bıçakladı, biri şehit oldu. bu vebal sizindir @@user suriyelilerin başına bişey gelirse diye vebali bize atmıştınız. ben sizin gibi beddua etmeyecek. allah evlatlarımızı canilerden korusun",1
1234146898883366913,@@user @@user suriyelileri ne davet ettik ne de sürüyoruz. ama bütün bu olanlar vatan ve millet aleyhindeki bütün düşüncelerinizi açığa çıkarıyor.,0
1427236848762490881,abd nin kurnazca bir oyunu bu senelerce rusyanın bile başa cıkamadığı afgan savaşcılarla 75 bin kişilik talibanı 300 bin kişilik afganı boğdurdular ….akıl vede sağlam istikbaratla yaptılar bu oyunu …,0
1224217934811279369,"@@user allahım çok canım yandı. ne için, neden, nasıl yani, inanamıyorum. biz bir sürü suriyeli yi besleyelim, yedirelim, içirelim benim askerim bir hiç uğruna şehit olsun. kaldıramıyorum, içim acıyor, canım yanıyor. allahım sabır ver bizlere, artık sabır falan kalmadı.",0
1419566890813362177,@@user avusturya afgan göçmenler için çok doğru bir adres!!! afgan veya suriyeli kesinlikle istemiyoruz artık!!! yeterli sayıda var zaten. artık yeni gelenlerin tümü avrupa birliğine gitmelidir,0
1419176217845043206,"@@user @@user @@user türkler gittikleri ulke ve topluma iyi kotu entegre olabiliyorlar. 2. nesil tamamen entegre oluyor. arap,afgan,pakistan,hindistan gibi toplumlar gittikleri yerlere entegre olamıyor.",0
